span,washout
0.0,0.0
0.0625000000000000,1.6893534594567015
0.1250000000000000,-1.6201554094665049
0.1875000000000000,-0.6091005984438255
0.2500000000000000,-1.0826303314317922
0.3125000000000000,-0.8833304731417768
0.3750000000000000,-0.8686159157350077
0.4375000000000000,-0.8139405414915710
0.5000000000000000,-0.7341012702533407
0.5625000000000000,-0.5069185443170804
0.6250000000000000,-0.4810628765745357
0.6875000000000000,0.0070661230235755
0.7500000000000000,-0.5539414238249087
0.8125000000000000,0.8932017067801156
0.8750000000000000,2.5763781076754855
0.9375000000000000,5.3889306233037413
1.0000000000000000,6.1192220789237108
