WingName                 ControlPoint(x)          ControlPoint(y)          ControlPoint(z)          Chord                    Twist(deg)               Sweep(deg)               Dihedral(deg)            Area                     Section_Alpha(deg)       Section_CL               Section_CD_parasitic     Section_Cm               CL(Ref)                  Section_alpha_L0(deg)    
Main                 0.0000000000000E+00      2.4673503667882E-04     -7.9999999999999E+00      1.0000000000000E+00      5.8874472146299E+00      0.0000000000000E+00     -1.3954479800014E-08      9.8687926853680E-04      5.1281453572648E+00      5.6236406652763E-01      0.0000000000000E+00      0.0000000000000E+00      5.6236406652763E-01      0.0000000000000E+00
Main                 0.0000000000000E+00      2.2202500760600E-03     -7.9999999999754E+00      1.0000000000000E+00      5.8874472146299E+00      0.0000000000000E+00     -1.1299410584000E-06      2.9596638749201E-03      5.1281439549605E+00      5.6236391274775E-01      0.0000000000000E+00      0.0000000000000E+00      5.6236391274775E-01      0.0000000000000E+00
Main                 0.0000000000000E+00      6.1653325337440E-03     -7.9999999996040E+00      1.0000000000000E+00      5.8874472146299E+00      0.0000000000000E+00     -8.7129458301003E-06      4.9295276503831E-03      5.1281374451832E+00      5.6236319887079E-01      0.0000000000000E+00      0.0000000000000E+00      5.6236319887079E-01      0.0000000000000E+00
Main                 0.0000000000000E+00      1.2078089089640E-02     -7.9999999973230E+00      1.0000000000000E+00      5.8874472146299E+00      0.0000000000000E+00     -3.3438628777801E-05      6.8945265772042E-03      5.1281229707666E+00      5.6236161157339E-01      0.0000000000000E+00      0.0000000000000E+00      5.6236161157339E-01      0.0000000000000E+00
Main                 0.0000000000000E+00      1.9952684566878E-02     -7.9999999885072E+00      1.0000000000000E+00      5.8874472146299E+00      0.0000000000000E+00     -9.1254581179201E-05      8.8527214386802E-03      5.1280969792418E+00      5.6235876128375E-01      0.0000000000000E+00      0.0000000000000E+00      5.6235876128375E-01      0.0000000000000E+00
Main                 0.0000000000000E+00      2.9781347690407E-02     -7.9999999627662E+00      1.0000000000000E+00      5.8874472146299E+00      0.0000000000000E+00     -2.0330155310130E-04      1.0802179732898E-02      5.1280550700245E+00      5.6235416542381E-01      0.0000000000000E+00      0.0000000000000E+00      5.6235416542381E-01      0.0000000000000E+00
Main                 0.0000000000000E+00      4.1554378756242E-02     -7.9999999003998E+00      1.0000000000000E+00      5.8874472146299E+00      0.0000000000000E+00     -3.9580893197120E-04      1.2740977579883E-02      5.1279919442221E+00      5.6234724290494E-01      0.0000000000000E+00      0.0000000000000E+00      5.6234724290494E-01      0.0000000000000E+00
Main                 0.0000000000000E+00      5.5260159203733E-02     -7.9999997680610E+00      1.0000000000000E+00      5.8874472146299E+00      0.0000000000000E+00     -6.9996490553180E-04      1.4667201620233E-02      5.1279013893025E+00      5.6233731244680E-01      0.0000000000000E+00      0.0000000000000E+00      5.6233731244680E-01      0.0000000000000E+00
Main                 0.0000000000000E+00      7.0885163081298E-02     -7.9999995136864E+00      1.0000000000000E+00      5.8874472146299E+00      0.0000000000000E+00     -1.1517618475675E-03      1.6578950903376E-02      5.1277762820189E+00      5.6232359289795E-01      0.0000000000000E+00      0.0000000000000E+00      5.6232359289795E-01      0.0000000000000E+00
Main                 0.0000000000000E+00      8.8413970394109E-02     -7.9999990607670E+00      1.0000000000000E+00      5.8874472146299E+00      0.0000000000000E+00     -1.7918175677053E-03      1.8474338763579E-02      5.1276086023792E+00      5.6230520476784E-01      0.0000000000000E+00      0.0000000000000E+00      5.6230520476784E-01      0.0000000000000E+00
Main                 0.0000000000000E+00      1.0782928232029E-01     -7.9999983020397E+00      1.0000000000000E+00      5.8874472146299E+00      0.0000000000000E+00     -2.6651731669613E-03      2.0351494681856E-02      5.1273894549695E+00      5.6228117256518E-01      0.0000000000000E+00      0.0000000000000E+00      5.6228117256518E-01      0.0000000000000E+00
